Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,CreatedBy.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c
0dtbZ0000002z3pQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6fQAE,Other record keeping inadequate.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Other record keeping inadequate.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.",Other record keeping inadequate.;Programs and plans
0dtbZ0000002z3qQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6gQAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z3rQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6hQAE,May contribute to contamination.,Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z3sQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6iQAE,Insufficient corrective actions.,Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z3tQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z3uQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6kQAE,Ingredient from unapproved source.,Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Ingredient from unapproved source.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.",Ingredient from unapproved source.;Programs and plans
0dtbZ0000002z3vQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6lQAE,Ingredients not rejected.,Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Ingredients not rejected.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.",Ingredients not rejected.;Programs and plans
0dtbZ0000002z3wQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6mQAE,"Raw milk screening information missing (temperature, antibiotic, pH and/or titratable acidity).",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Raw milk screening information missing (temperature, antibiotic, pH and/or titratable acidity).;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.","Raw milk screening information missing (temperature, antibiotic, pH and/or titratable acidity).;Programs and plans"
0dtbZ0000002z3xQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6nQAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z3yQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6oQAE,Test-and-hold procedures for new products missing.,Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Test-and-hold procedures for new products missing.;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.",Test-and-hold procedures for new products missing.;Programs and plans
0dtbZ0000002z3zQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6pQAE,Missing tests.,Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Missing tests.;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.",Missing tests.;Programs and plans
0dtbZ0000002z40QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6qQAE,May contribute to contamination.,Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z41QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6rQAE,Insufficient corrective actions.,Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z42QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6sQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z43QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6tQAE,"Product details missing (e.g., product name or batch).",Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Product details missing (e.g., product name or batch).;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.","Product details missing (e.g., product name or batch).;Programs and plans"
0dtbZ0000002z44QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6uQAE,Records not available upon inspector's request.,Programs and plans,"Monthly testing program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records not available upon inspector's request.;Programs and plans;Monthly testing program is up to date, being followed and records are maintained.",Records not available upon inspector's request.;Programs and plans
0dtbZ0000002z45QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6vQAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z46QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6wQAE,Maintenance or calibration schedule insufficient.,Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Maintenance or calibration schedule insufficient.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Maintenance or calibration schedule insufficient.;Programs and plans
0dtbZ0000002z47QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6xQAE,May contribute to contamination.,Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z48QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6yQAE,Insufficient corrective actions.,Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z49QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V6zQAE,Calibration invalid.,Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Calibration invalid.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Calibration invalid.;Programs and plans
0dtbZ0000002z4AQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V70QAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z4BQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V71QAE,Calibration report not sufficient.,Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Calibration report not sufficient.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Calibration report not sufficient.;Programs and plans
0dtbZ0000002z4CQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V72QAE,Device serial numbers missing or do not match.,Programs and plans,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Device serial numbers missing or do not match.;Programs and plans;Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Device serial numbers missing or do not match.;Programs and plans
0dtbZ0000002z4DQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V73QAE,"Procedure or recipe not up to date, absent or not being followed as required.",Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Procedure or recipe not up to date, absent or not being followed as required.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.","Procedure or recipe not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z4EQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V74QAE,Procedure may contribute to contamination.,Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Procedure may contribute to contamination.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.",Procedure may contribute to contamination.;Programs and plans
0dtbZ0000002z4FQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V75QAE,Insufficient corrective actions.,Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z4GQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V76QAE,Critical control point not checked.,Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Critical control point not checked.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.",Critical control point not checked.;Programs and plans
0dtbZ0000002z4HQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V77QAE,Process parameters not monitored.,Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Process parameters not monitored.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.",Process parameters not monitored.;Programs and plans
0dtbZ0000002z4IQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V78QAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z4JQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V79QAE,Critical control point data not recorded.,Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Critical control point data not recorded.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.",Critical control point data not recorded.;Programs and plans
0dtbZ0000002z4KQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7AQAU,Process parameters not recorded.,Programs and plans,"Product processing procedures are up to date, being followed and records maintained.",Vishwantha Gandloju,"Programs and plans;Process parameters not recorded.;Programs and plans;Product processing procedures are up to date, being followed and records maintained.",Process parameters not recorded.;Programs and plans
0dtbZ0000002z4LQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7BQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Transportation program is up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z4MQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7CQAU,Temperature limits not specified or missing.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Temperature limits not specified or missing.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Temperature limits not specified or missing.;Programs and plans
0dtbZ0000002z4NQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7DQAU,Program not being followed.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not being followed.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Program not being followed.;Programs and plans
0dtbZ0000002z4OQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7EQAU,May contribute to contamination.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z4PQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7FQAU,Insufficient corrective actions.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z4QQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7GQAU,Temperature not controlled.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Temperature not controlled.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Temperature not controlled.;Programs and plans
0dtbZ0000002z4RQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7HQAU,Transported with incompatible products.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Transported with incompatible products.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Transported with incompatible products.;Programs and plans
0dtbZ0000002z4SQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7IQAU,Vehicle cleanliness and condition unsatisfactory.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Vehicle cleanliness and condition unsatisfactory.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Vehicle cleanliness and condition unsatisfactory.;Programs and plans
0dtbZ0000002z4TQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7JQAU,Vehicle condition unsanitary.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Vehicle condition unsanitary.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Vehicle condition unsanitary.;Programs and plans
0dtbZ0000002z4UQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7KQAU,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Transportation program is up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z4VQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7LQAU,Temperature not recorded as frequently as necessary.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Temperature not recorded as frequently as necessary.;Programs and plans;Transportation program is up to date, being followed and records are maintained.",Temperature not recorded as frequently as necessary.;Programs and plans
0dtbZ0000002z4WQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7MQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Worker training program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Worker training program is up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z4XQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7NQAU,Employee orientation program incomplete.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Employee orientation program incomplete.;Programs and plans;Worker training program is up to date, being followed and records are maintained.",Employee orientation program incomplete.;Programs and plans
0dtbZ0000002z4YQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7OQAU,Refresher training not specified.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Refresher training not specified.;Programs and plans;Worker training program is up to date, being followed and records are maintained.",Refresher training not specified.;Programs and plans
0dtbZ0000002z4ZQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7PQAU,May contribute to contamination.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Worker training program is up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z4aQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7QQAU,Insufficient corrective actions.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Worker training program is up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z4bQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7RQAU,"Staff unfamiliar with procedures, SOPs or equipment.",Programs and plans,"Worker training program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Staff unfamiliar with procedures, SOPs or equipment.;Programs and plans;Worker training program is up to date, being followed and records are maintained.","Staff unfamiliar with procedures, SOPs or equipment.;Programs and plans"
0dtbZ0000002z4cQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7SQAU,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Worker training program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Worker training program is up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z4dQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7TQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z4eQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7UQAU,Health Authority approval required.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Health Authority approval required.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Health Authority approval required.;Programs and plans
0dtbZ0000002z4fQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7VQAU,May contribute to contamination.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z4gQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7WQAU,Insufficient corrective actions.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z4hQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7XQAU,Disinfectant concentration incorrect.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Disinfectant concentration incorrect.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Disinfectant concentration incorrect.;Programs and plans
0dtbZ0000002z4iQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7YQAU,Secondary treatment equipment not meeting requirements.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Secondary treatment equipment not meeting requirements.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Secondary treatment equipment not meeting requirements.;Programs and plans
0dtbZ0000002z4jQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7ZQAU,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z4kQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7aQAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z4lQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7bQAE,May contribute to contamination.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z4mQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7cQAE,Insufficient corrective actions.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z4nQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7dQAE,Rework not controlled.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Rework not controlled.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.",Rework not controlled.;Programs and plans
0dtbZ0000002z4oQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7eQAE,Allergen storage not adequately segregated or identified.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Allergen storage not adequately segregated or identified.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.",Allergen storage not adequately segregated or identified.;Programs and plans
0dtbZ0000002z4pQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7fQAE,Processing of allergen-containing products not adequately controlled.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Processing of allergen-containing products not adequately controlled.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.",Processing of allergen-containing products not adequately controlled.;Programs and plans
0dtbZ0000002z4qQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7gQAE,New or ingredient substitution not assessed for allergens.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;New or ingredient substitution not assessed for allergens.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.",New or ingredient substitution not assessed for allergens.;Programs and plans
0dtbZ0000002z4rQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7hQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z4sQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7iQAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z4tQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7jQAE,Communicable disease program missing or incomplete.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Communicable disease program missing or incomplete.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Communicable disease program missing or incomplete.;Programs and plans
0dtbZ0000002z4uQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7kQAE,May contribute to contamination.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z4vQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7lQAE,Insufficient corrective actions.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z4wQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7mQAE,Personnel working while ill.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Personnel working while ill.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Personnel working while ill.;Programs and plans
0dtbZ0000002z4xQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7nQAE,Clean dairy clothing not protected from contamination.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Clean dairy clothing not protected from contamination.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Clean dairy clothing not protected from contamination.;Programs and plans
