Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000IohUAE,0eubZ0000000V7rQAE,Handwashing not performed when required.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Handwashing not performed when required.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;85",Handwashing not performed when required.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000IoiUAE,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;85","Records absent, missing or not completed in a timely manner.;Programs and plans",85;Milk Industry Standards Regulation
0fMbZ0000000IojUAE,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1uUAE,84,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;84","Program not up to date, absent or not being followed as required.;Programs and plans",84;Milk Industry Standards Regulation
0fMbZ0000000IokUAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1uUAE,84,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;84",May contribute to contamination.;Programs and plans,84;Milk Industry Standards Regulation
0fMbZ0000000IolUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1uUAE,84,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;84",Insufficient corrective actions.;Programs and plans,84;Milk Industry Standards Regulation
0fMbZ0000000IomUAE,0eubZ0000000V7wQAE,Farm worker access not controlled or working in the dairy plant.,Programs and plans,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",0fCbZ0000000G30UAE,84(8),Chandrahas Bireddy,"Farm worker access not controlled or working in the dairy plant.;Programs and plans;Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.;84(8)",Farm worker access not controlled or working in the dairy plant.;Programs and plans,84(8);Milk Industry Standards Regulation
0fMbZ0000000IonUAE,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1uUAE,84,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;84","Records absent, missing or not completed in a timely manner.;Programs and plans",84;Milk Industry Standards Regulation
0fMbZ0000000IooUAE,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1gUAE,22,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;22","Program not up to date, absent or not being followed as required.;Programs and plans",22;Milk Industry Act
0fMbZ0000000IopUAE,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;90","Program not up to date, absent or not being followed as required.;Programs and plans",90;Milk Industry Standards Regulation
0fMbZ0000000IoqUAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1gUAE,22,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;22",May contribute to contamination.;Programs and plans,22;Milk Industry Act
0fMbZ0000000IorUAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;90",May contribute to contamination.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000IosUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1gUAE,22,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;22",Insufficient corrective actions.;Programs and plans,22;Milk Industry Act
0fMbZ0000000IotUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;90",Insufficient corrective actions.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000IouUAE,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1gUAE,22,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;22","Records absent, missing or not completed in a timely manner.;Programs and plans",22;Milk Industry Act
0fMbZ0000000IovUAE,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;90","Records absent, missing or not completed in a timely manner.;Programs and plans",90;Milk Industry Standards Regulation
0fMbZ0000000IowUAE,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;15","Program not up to date, absent or not being followed as required.;Programs and plans",15;Milk Industry Act
0fMbZ0000000IoxUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;15",Insufficient corrective actions.;Programs and plans,15;Milk Industry Act
0fMbZ0000000IoyUAE,0eubZ0000000V84QAE,Allergen warning absent.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Allergen warning absent.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.;15",Allergen warning absent.;Programs and plans,15;Milk Industry Act
0fMbZ0000000IozUAE,0eubZ0000000V85QAE,Weight or volume not present.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Weight or volume not present.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.;15",Weight or volume not present.;Programs and plans,15;Milk Industry Act
0fMbZ0000000Ip0UAE,0eubZ0000000V86QAE,Label not meeting minimum requirements.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Label not meeting minimum requirements.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.;15",Label not meeting minimum requirements.;Programs and plans,15;Milk Industry Act
0fMbZ0000000Ip1UAE,0eubZ0000000V87QAE,Ingredient list not up to date.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Ingredient list not up to date.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.;15",Ingredient list not up to date.;Programs and plans,15;Milk Industry Act
