Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000InZUAU,0eubZ0000000V7CQAU,Temperature limits not specified or missing.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Temperature limits not specified or missing.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;7",Temperature limits not specified or missing.;Programs and plans,7;Milk Industry Standards Regulation
0fMbZ0000000InaUAE,0eubZ0000000V7CQAU,Temperature limits not specified or missing.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Temperature limits not specified or missing.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88",Temperature limits not specified or missing.;Programs and plans,88;Milk Industry Standards Regulation
0fMbZ0000000InbUAE,0eubZ0000000V7CQAU,Temperature limits not specified or missing.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Temperature limits not specified or missing.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;90",Temperature limits not specified or missing.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000IncUAE,0eubZ0000000V7DQAU,Program not being followed.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Program not being followed.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;7",Program not being followed.;Programs and plans,7;Milk Industry Standards Regulation
0fMbZ0000000IndUAE,0eubZ0000000V7DQAU,Program not being followed.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Program not being followed.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88",Program not being followed.;Programs and plans,88;Milk Industry Standards Regulation
0fMbZ0000000IneUAE,0eubZ0000000V7DQAU,Program not being followed.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Program not being followed.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;90",Program not being followed.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000InfUAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;7",May contribute to contamination.;Programs and plans,7;Milk Industry Standards Regulation
0fMbZ0000000IngUAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;88",May contribute to contamination.;Programs and plans,88;Milk Industry Standards Regulation
0fMbZ0000000InhUAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;90",May contribute to contamination.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000IniUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;7",Insufficient corrective actions.;Programs and plans,7;Milk Industry Standards Regulation
0fMbZ0000000InjUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;88",Insufficient corrective actions.;Programs and plans,88;Milk Industry Standards Regulation
0fMbZ0000000InkUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;90",Insufficient corrective actions.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000InlUAE,0eubZ0000000V7GQAU,Temperature not controlled.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Temperature not controlled.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;7",Temperature not controlled.;Programs and plans,7;Milk Industry Standards Regulation
0fMbZ0000000InmUAE,0eubZ0000000V7GQAU,Temperature not controlled.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Temperature not controlled.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88",Temperature not controlled.;Programs and plans,88;Milk Industry Standards Regulation
0fMbZ0000000InnUAE,0eubZ0000000V7GQAU,Temperature not controlled.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Temperature not controlled.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;90",Temperature not controlled.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000InoUAE,0eubZ0000000V7HQAU,Transported with incompatible products.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Transported with incompatible products.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;7",Transported with incompatible products.;Programs and plans,7;Milk Industry Standards Regulation
0fMbZ0000000InpUAE,0eubZ0000000V7HQAU,Transported with incompatible products.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Transported with incompatible products.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88",Transported with incompatible products.;Programs and plans,88;Milk Industry Standards Regulation
0fMbZ0000000InqUAE,0eubZ0000000V7HQAU,Transported with incompatible products.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Transported with incompatible products.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;90",Transported with incompatible products.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000InrUAE,0eubZ0000000V7IQAU,Vehicle cleanliness and condition unsatisfactory.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G38UAE,88(b),Chandrahas Bireddy,"Vehicle cleanliness and condition unsatisfactory.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88(b)",Vehicle cleanliness and condition unsatisfactory.;Programs and plans,88(b);Milk Industry Standards Regulation
0fMbZ0000000InsUAE,0eubZ0000000V7IQAU,Vehicle cleanliness and condition unsatisfactory.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G2EUAU,88(d),Chandrahas Bireddy,"Vehicle cleanliness and condition unsatisfactory.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88(d)",Vehicle cleanliness and condition unsatisfactory.;Programs and plans,88(d);Milk Industry Standards Regulation
0fMbZ0000000IntUAE,0eubZ0000000V7JQAU,Vehicle condition unsanitary.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G38UAE,88(b),Chandrahas Bireddy,"Vehicle condition unsanitary.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88(b)",Vehicle condition unsanitary.;Programs and plans,88(b);Milk Industry Standards Regulation
0fMbZ0000000InuUAE,0eubZ0000000V7JQAU,Vehicle condition unsanitary.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G2EUAU,88(d),Chandrahas Bireddy,"Vehicle condition unsanitary.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88(d)",Vehicle condition unsanitary.;Programs and plans,88(d);Milk Industry Standards Regulation
0fMbZ0000000InvUAE,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;7","Records absent, missing or not completed in a timely manner.;Programs and plans",7;Milk Industry Standards Regulation
0fMbZ0000000InwUAE,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;88","Records absent, missing or not completed in a timely manner.;Programs and plans",88;Milk Industry Standards Regulation
0fMbZ0000000InxUAE,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;90","Records absent, missing or not completed in a timely manner.;Programs and plans",90;Milk Industry Standards Regulation
0fMbZ0000000InyUAE,0eubZ0000000V7LQAU,Temperature not recorded as frequently as necessary.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Temperature not recorded as frequently as necessary.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;7",Temperature not recorded as frequently as necessary.;Programs and plans,7;Milk Industry Standards Regulation
0fMbZ0000000InzUAE,0eubZ0000000V7LQAU,Temperature not recorded as frequently as necessary.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Temperature not recorded as frequently as necessary.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;88",Temperature not recorded as frequently as necessary.;Programs and plans,88;Milk Industry Standards Regulation
0fMbZ0000000Io0UAE,0eubZ0000000V7LQAU,Temperature not recorded as frequently as necessary.,Programs and plans,"Transportation program is up to date, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Temperature not recorded as frequently as necessary.;Programs and plans;Transportation program is up to date, being followed and records are maintained.;90",Temperature not recorded as frequently as necessary.;Programs and plans,90;Milk Industry Standards Regulation
0fMbZ0000000Io1UAE,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1iUAE,48,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;48","Program not up to date, absent or not being followed as required.;Programs and plans",48;Milk Industry Standards Regulation
0fMbZ0000000Io2UAE,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;85","Program not up to date, absent or not being followed as required.;Programs and plans",85;Milk Industry Standards Regulation
0fMbZ0000000Io3UAE,0eubZ0000000V7NQAU,Employee orientation program incomplete.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",0fCbZ0000000G1iUAE,48,Chandrahas Bireddy,"Employee orientation program incomplete.;Programs and plans;Worker training program is up to date, being followed and records are maintained.;48",Employee orientation program incomplete.;Programs and plans,48;Milk Industry Standards Regulation
0fMbZ0000000Io4UAE,0eubZ0000000V7NQAU,Employee orientation program incomplete.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Employee orientation program incomplete.;Programs and plans;Worker training program is up to date, being followed and records are maintained.;85",Employee orientation program incomplete.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000Io5UAE,0eubZ0000000V7OQAU,Refresher training not specified.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",0fCbZ0000000G1iUAE,48,Chandrahas Bireddy,"Refresher training not specified.;Programs and plans;Worker training program is up to date, being followed and records are maintained.;48",Refresher training not specified.;Programs and plans,48;Milk Industry Standards Regulation
0fMbZ0000000Io6UAE,0eubZ0000000V7OQAU,Refresher training not specified.,Programs and plans,"Worker training program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Refresher training not specified.;Programs and plans;Worker training program is up to date, being followed and records are maintained.;85",Refresher training not specified.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000Io7UAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1iUAE,48,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;48",May contribute to contamination.;Programs and plans,48;Milk Industry Standards Regulation
0fMbZ0000000Io8UAE,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;85",May contribute to contamination.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000Io9UAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1iUAE,48,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;48",Insufficient corrective actions.;Programs and plans,48;Milk Industry Standards Regulation
0fMbZ0000000IoAUAU,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;85",Insufficient corrective actions.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000IoBUAU,0eubZ0000000V7RQAU,"Staff unfamiliar with procedures, SOPs or equipment.",Programs and plans,"Worker training program is up to date, being followed and records are maintained.",0fCbZ0000000G1iUAE,48,Chandrahas Bireddy,"Staff unfamiliar with procedures, SOPs or equipment.;Programs and plans;Worker training program is up to date, being followed and records are maintained.;48","Staff unfamiliar with procedures, SOPs or equipment.;Programs and plans",48;Milk Industry Standards Regulation
0fMbZ0000000IoCUAU,0eubZ0000000V7RQAU,"Staff unfamiliar with procedures, SOPs or equipment.",Programs and plans,"Worker training program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Staff unfamiliar with procedures, SOPs or equipment.;Programs and plans;Worker training program is up to date, being followed and records are maintained.;85","Staff unfamiliar with procedures, SOPs or equipment.;Programs and plans",85;Milk Industry Standards Regulation
0fMbZ0000000IoDUAU,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1iUAE,48,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;48","Records absent, missing or not completed in a timely manner.;Programs and plans",48;Milk Industry Standards Regulation
0fMbZ0000000IoEUAU,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;85","Records absent, missing or not completed in a timely manner.;Programs and plans",85;Milk Industry Standards Regulation
0fMbZ0000000IoFUAU,0eubZ0000000V7TQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",0fCbZ0000000G1wUAE,87,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;87","Program not up to date, absent or not being followed as required.;Programs and plans",87;Milk Industry Standards Regulation
0fMbZ0000000IoGUAU,0eubZ0000000V7UQAU,Health Authority approval required.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",0fCbZ0000000G1wUAE,87,Chandrahas Bireddy,"Health Authority approval required.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;87",Health Authority approval required.;Programs and plans,87;Milk Industry Standards Regulation
0fMbZ0000000IoHUAU,0eubZ0000000V7VQAU,May contribute to contamination.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",0fCbZ0000000G1gUAE,22,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;22",May contribute to contamination.;Programs and plans,22;Milk Industry Act
0fMbZ0000000IoIUAU,0eubZ0000000V7WQAU,Insufficient corrective actions.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",0fCbZ0000000G1wUAE,87,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;87",Insufficient corrective actions.;Programs and plans,87;Milk Industry Standards Regulation
0fMbZ0000000IoJUAU,0eubZ0000000V7XQAU,Disinfectant concentration incorrect.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",0fCbZ0000000G1wUAE,87,Chandrahas Bireddy,"Disinfectant concentration incorrect.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;87",Disinfectant concentration incorrect.;Programs and plans,87;Milk Industry Standards Regulation
0fMbZ0000000IoKUAU,0eubZ0000000V7YQAU,Secondary treatment equipment not meeting requirements.,Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",0fCbZ0000000G1wUAE,87,Chandrahas Bireddy,"Secondary treatment equipment not meeting requirements.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;87",Secondary treatment equipment not meeting requirements.;Programs and plans,87;Milk Industry Standards Regulation
0fMbZ0000000IoLUAU,0eubZ0000000V7ZQAU,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",0fCbZ0000000G1wUAE,87,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;87","Records absent, missing or not completed in a timely manner.;Programs and plans",87;Milk Industry Standards Regulation
0fMbZ0000000IoMUAU,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;15","Program not up to date, absent or not being followed as required.;Programs and plans",15;Milk Industry Act
0fMbZ0000000IoNUAU,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;15",May contribute to contamination.;Programs and plans,15;Milk Industry Act
0fMbZ0000000IoOUAU,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;15",Insufficient corrective actions.;Programs and plans,15;Milk Industry Act
0fMbZ0000000IoPUAU,0eubZ0000000V7dQAE,Rework not controlled.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Rework not controlled.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.;15",Rework not controlled.;Programs and plans,15;Milk Industry Act
0fMbZ0000000IoQUAU,0eubZ0000000V7eQAE,Allergen storage not adequately segregated or identified.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",0fCbZ0000000G20UAE,91,Chandrahas Bireddy,"Allergen storage not adequately segregated or identified.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.;91",Allergen storage not adequately segregated or identified.;Programs and plans,91;Milk Industry Standards Regulation
0fMbZ0000000IoRUAU,0eubZ0000000V7fQAE,Processing of allergen-containing products not adequately controlled.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Processing of allergen-containing products not adequately controlled.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.;15",Processing of allergen-containing products not adequately controlled.;Programs and plans,15;Milk Industry Act
0fMbZ0000000IoSUAU,0eubZ0000000V7gQAE,New or ingredient substitution not assessed for allergens.,Programs and plans,"Allergen Control Program is up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"New or ingredient substitution not assessed for allergens.;Programs and plans;Allergen Control Program is up to date, being followed and records are maintained.;15",New or ingredient substitution not assessed for allergens.;Programs and plans,15;Milk Industry Act
0fMbZ0000000IoTUAU,0eubZ0000000V6jQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Raw ingredient protocols up to date, being followed and records are maintained.",0fCbZ0000000G1fUAE,15,Chandrahas Bireddy,"Records absent, missing or not completed in a timely manner.;Programs and plans;Raw ingredient protocols up to date, being followed and records are maintained.;15","Records absent, missing or not completed in a timely manner.;Programs and plans",15;Milk Industry Act
0fMbZ0000000IoUUAU,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1dUAE,10,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;10","Program not up to date, absent or not being followed as required.;Programs and plans",10;Milk Industry Act
0fMbZ0000000IoVUAU,0eubZ0000000V6XQAU,"Program not up to date, absent or not being followed as required.",Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Program not up to date, absent or not being followed as required.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;85","Program not up to date, absent or not being followed as required.;Programs and plans",85;Milk Industry Standards Regulation
0fMbZ0000000IoWUAU,0eubZ0000000V7jQAE,Communicable disease program missing or incomplete.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1dUAE,10,Chandrahas Bireddy,"Communicable disease program missing or incomplete.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;10",Communicable disease program missing or incomplete.;Programs and plans,10;Milk Industry Act
0fMbZ0000000IoXUAU,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1dUAE,10,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;10",May contribute to contamination.;Programs and plans,10;Milk Industry Act
0fMbZ0000000IoYUAU,0eubZ0000000V6YQAU,May contribute to contamination.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"May contribute to contamination.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;85",May contribute to contamination.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000IoZUAU,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1dUAE,10,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;10",Insufficient corrective actions.;Programs and plans,10;Milk Industry Act
0fMbZ0000000IoaUAE,0eubZ0000000V6ZQAU,Insufficient corrective actions.,Programs and plans,"Written recall and traceability protocols are up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Insufficient corrective actions.;Programs and plans;Written recall and traceability protocols are up to date, being followed and records are maintained.;85",Insufficient corrective actions.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000IobUAE,0eubZ0000000V7mQAE,Personnel working while ill.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1dUAE,10,Chandrahas Bireddy,"Personnel working while ill.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;10",Personnel working while ill.;Programs and plans,10;Milk Industry Act
0fMbZ0000000IocUAE,0eubZ0000000V7nQAE,Clean dairy clothing not protected from contamination.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Clean dairy clothing not protected from contamination.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;85",Clean dairy clothing not protected from contamination.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000IodUAE,0eubZ0000000V7oQAE,Dairy clothing unclean or in poor condition.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Dairy clothing unclean or in poor condition.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;85",Dairy clothing unclean or in poor condition.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000IoeUAE,0eubZ0000000V7pQAE,Laundering procedures and handling unsatisfactory.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Laundering procedures and handling unsatisfactory.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;85",Laundering procedures and handling unsatisfactory.;Programs and plans,85;Milk Industry Standards Regulation
0fMbZ0000000IofUAE,0eubZ0000000V7qQAE,Footbaths not being used as needed.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1uUAE,84,Chandrahas Bireddy,"Footbaths not being used as needed.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;84",Footbaths not being used as needed.;Programs and plans,84;Milk Industry Standards Regulation
0fMbZ0000000IogUAE,0eubZ0000000V7qQAE,Footbaths not being used as needed.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",0fCbZ0000000G1vUAE,85,Chandrahas Bireddy,"Footbaths not being used as needed.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.;85",Footbaths not being used as needed.;Programs and plans,85;Milk Industry Standards Regulation
